mbp_id,canonical_group_id,title,normalized_requirement,source_pack,source_id,source_file,status,priority,wave,owner_lane,dependencies,acceptance_criteria,test_gate,notes
"MBP-0052","GRP-004","Quote decision granularity: Pre-in-dock quote must allow accept/decline per line item with categor","Pre-in-dock quote must allow accept/decline per line item with categories: airworthiness, recommended, customer-info-only.","FR","FR-023","athelon-app/docs/plans/2026-03-03-feature-intake-wave-roadmap.md","implemented","P0","Wave1","product","[""GRP-002"", ""GRP-003""]","Regression coverage confirms current behavior remains stable and traceable.","npx tsc --noEmit; targeted Playwright scenario; Convex query/mutation validation where applicable.","status provenance: athelon-app/docs/plans/2026-03-03-feature-intake-implementation-review.md"
"MBP-0053","GRP-004","Secondary quote + squawk identity: Post-inspection repair quote supports same accept/decline model; each","Post-inspection repair quote supports same accept/decline model; each squawk has stable unique ID, with actor/time decision history visible.","FR","FR-024","athelon-app/docs/plans/2026-03-03-feature-intake-wave-roadmap.md","partial","P0","Wave1","product","[""GRP-002"", ""GRP-003""]","All missing behaviors are completed and verified end-to-end against source requirement text.","npx tsc --noEmit; targeted Playwright scenario; Convex query/mutation validation where applicable.","status provenance: athelon-app/docs/plans/2026-03-03-feature-intake-implementation-review.md"
"MBP-0054","GRP-002","Finding origin taxonomy: Every task/squawk tagged by origin: planned, inspection-found, custome","Every task/squawk tagged by origin: planned, inspection-found, customer-reported, RTS-found, post-release-found.","FR","FR-025","athelon-app/docs/plans/2026-03-03-feature-intake-wave-roadmap.md","partial","P1","Wave0","compliance","[""GRP-001""]","All missing behaviors are completed and verified end-to-end against source requirement text.","npx tsc --noEmit; targeted Playwright scenario; Convex query/mutation validation where applicable. Include negative-permission and audit-trace checks.","status provenance: athelon-app/docs/plans/2026-03-03-feature-intake-implementation-review.md"
"MBP-0055","GRP-005","`completeStep` rating-to-step authorization — validate airframe/powerplant cert","`completeStep` rating-to-step authorization — validate airframe/powerplant cert","WATERFALL","AUTH-001","WATERFALL-PLAN.md","proposed","P0","Wave1","compliance","[""GRP-001"", ""GRP-002"", ""GRP-003""]","Feature intent is specified, scoped, and validated with executable acceptance tests before build start.","npx tsc --noEmit; targeted Playwright scenario; Convex query/mutation validation where applicable.","Source row extracted from waterfall feature tables."
"MBP-0056","GRP-009","Dashboard: WO status distribution (pie/donut chart)","Dashboard: WO status distribution (pie/donut chart)","WATERFALL","CHART-001","WATERFALL-PLAN.md","proposed","P1","Wave3","product","[""GRP-002"", ""GRP-003""]","Feature intent is specified, scoped, and validated with executable acceptance tests before build start.","npx tsc --noEmit; targeted Playwright scenario; Convex query/mutation validation where applicable.","Source row extracted from waterfall feature tables.; ctx_seed=ICS-004/corpus=industry-context-field-artifacts/doc=Tech capacity and training report BJC Jan 2023 1.2 (1).pdf/feature=12/conf=high/date=2026-03-03"
"MBP-0057","GRP-009","Dashboard: Revenue trend (line chart, last 12 months)","Dashboard: Revenue trend (line chart, last 12 months)","WATERFALL","CHART-002","WATERFALL-PLAN.md","proposed","P1","Wave3","product","[""GRP-002"", ""GRP-003""]","Feature intent is specified, scoped, and validated with executable acceptance tests before build start.","npx tsc --noEmit; targeted Playwright scenario; Convex query/mutation validation where applicable.","Source row extracted from waterfall feature tables.; ctx_seed=ICS-004/corpus=industry-context-field-artifacts/doc=Tech capacity and training report BJC Jan 2023 1.2 (1).pdf/feature=12/conf=high/date=2026-03-03"
"MBP-0058","GRP-009","Dashboard: TAT performance (bar chart)","Dashboard: TAT performance (bar chart)","WATERFALL","CHART-003","WATERFALL-PLAN.md","proposed","P1","Wave3","product","[""GRP-002"", ""GRP-003""]","Feature intent is specified, scoped, and validated with executable acceptance tests before build start.","npx tsc --noEmit; targeted Playwright scenario; Convex query/mutation validation where applicable.","Source row extracted from waterfall feature tables.; ctx_seed=ICS-004/corpus=industry-context-field-artifacts/doc=Tech capacity and training report BJC Jan 2023 1.2 (1).pdf/feature=12/conf=high/date=2026-03-03"
"MBP-0059","GRP-009","Dashboard: Technician utilization (horizontal bar)","Dashboard: Technician utilization (horizontal bar)","WATERFALL","CHART-004","WATERFALL-PLAN.md","proposed","P1","Wave3","product","[""GRP-002"", ""GRP-003""]","Feature intent is specified, scoped, and validated with executable acceptance tests before build start.","npx tsc --noEmit; targeted Playwright scenario; Convex query/mutation validation where applicable.","Source row extracted from waterfall feature tables.; ctx_seed=ICS-004/corpus=industry-context-field-artifacts/doc=Tech capacity and training report BJC Jan 2023 1.2 (1).pdf/feature=12/conf=high/date=2026-03-03"
"MBP-0060","GRP-009","Billing analytics: enhanced with real charts","Billing analytics: enhanced with real charts","WATERFALL","CHART-005","WATERFALL-PLAN.md","proposed","P1","Wave3","product","[""GRP-002"", ""GRP-003""]","Feature intent is specified, scoped, and validated with executable acceptance tests before build start.","npx tsc --noEmit; targeted Playwright scenario; Convex query/mutation validation where applicable.","Source row extracted from waterfall feature tables."
"MBP-0061","GRP-022","CSV export on all list pages (invoices, WOs, parts, fleet)","CSV export on all list pages (invoices, WOs, parts, fleet)","WATERFALL","EXPORT-001","WATERFALL-PLAN.md","proposed","P1","Wave1","platform","[""GRP-002"", ""GRP-003""]","Feature intent is specified, scoped, and validated with executable acceptance tests before build start.","npx tsc --noEmit; targeted Playwright scenario; Convex query/mutation validation where applicable.","Source row extracted from waterfall feature tables."
"MBP-0062","GRP-022","Date range filter on exports","Date range filter on exports","WATERFALL","EXPORT-002","WATERFALL-PLAN.md","proposed","P1","Wave1","platform","[""GRP-002"", ""GRP-003""]","Feature intent is specified, scoped, and validated with executable acceptance tests before build start.","npx tsc --noEmit; targeted Playwright scenario; Convex query/mutation validation where applicable.","Source row extracted from waterfall feature tables."
"MBP-0063","GRP-011","Convex file storage integration (generateUploadUrl → store → getUrl)","Convex file storage integration (generateUploadUrl → store → getUrl)","WATERFALL","FILE-001","WATERFALL-PLAN.md","proposed","P1","Wave4","platform","[""GRP-002"", ""GRP-003""]","Feature intent is specified, scoped, and validated with executable acceptance tests before build start.","npx tsc --noEmit; targeted Playwright scenario; Convex query/mutation validation where applicable.","Source row extracted from waterfall feature tables."
"MBP-0064","GRP-011","Reusable FileUpload component (drag-drop, click, preview)","Reusable FileUpload component (drag-drop, click, preview)","WATERFALL","FILE-002","WATERFALL-PLAN.md","proposed","P1","Wave4","platform","[""GRP-002"", ""GRP-003""]","Feature intent is specified, scoped, and validated with executable acceptance tests before build start.","npx tsc --noEmit; targeted Playwright scenario; Convex query/mutation validation where applicable.","Source row extracted from waterfall feature tables."
"MBP-0065","GRP-011","Photo upload on step sign-off (replace text URL field with actual upload)","Photo upload on step sign-off (replace text URL field with actual upload)","WATERFALL","FILE-003","WATERFALL-PLAN.md","proposed","P1","Wave4","platform","[""GRP-002"", ""GRP-003""]","Feature intent is specified, scoped, and validated with executable acceptance tests before build start.","npx tsc --noEmit; targeted Playwright scenario; Convex query/mutation validation where applicable.","Source row extracted from waterfall feature tables."
"MBP-0066","GRP-011","Photo upload on discrepancy creation","Photo upload on discrepancy creation","WATERFALL","FILE-004","WATERFALL-PLAN.md","proposed","P1","Wave4","platform","[""GRP-002"", ""GRP-003""]","Feature intent is specified, scoped, and validated with executable acceptance tests before build start.","npx tsc --noEmit; targeted Playwright scenario; Convex query/mutation validation where applicable.","Source row extracted from waterfall feature tables."
"MBP-0067","GRP-011","Document attachment on work orders (actual files, not just metadata)","Document attachment on work orders (actual files, not just metadata)","WATERFALL","FILE-005","WATERFALL-PLAN.md","proposed","P1","Wave4","platform","[""GRP-002"", ""GRP-003""]","Feature intent is specified, scoped, and validated with executable acceptance tests before build start.","npx tsc --noEmit; targeted Playwright scenario; Convex query/mutation validation where applicable.","Source row extracted from waterfall feature tables."
"MBP-0068","GRP-011","Photo gallery component (thumbnail grid, lightbox view)","Photo gallery component (thumbnail grid, lightbox view)","WATERFALL","FILE-006","WATERFALL-PLAN.md","proposed","P1","Wave4","platform","[""GRP-002"", ""GRP-003""]","Feature intent is specified, scoped, and validated with executable acceptance tests before build start.","npx tsc --noEmit; targeted Playwright scenario; Convex query/mutation validation where applicable.","Source row extracted from waterfall feature tables."
"MBP-0069","GRP-018","Labor rate auto-application — pricing rules exist but `unitPrice` always defaults to 0","Labor rate auto-application — pricing rules exist but `unitPrice` always defaults to 0","WATERFALL","LABOR-001","WATERFALL-PLAN.md","proposed","P1","Wave3","product","[""GRP-003"", ""GRP-014""]","Feature intent is specified, scoped, and validated with executable acceptance tests before build start.","npx tsc --noEmit; targeted Playwright scenario; Convex query/mutation validation where applicable.","Source row extracted from waterfall feature tables."
"MBP-0070","GRP-018","Wire `pricingProfiles` into invoice/quote line item creation","Wire `pricingProfiles` into invoice/quote line item creation","WATERFALL","LABOR-002","WATERFALL-PLAN.md","proposed","P1","Wave3","product","[""GRP-003"", ""GRP-014""]","Feature intent is specified, scoped, and validated with executable acceptance tests before build start.","npx tsc --noEmit; targeted Playwright scenario; Convex query/mutation validation where applicable.","Source row extracted from waterfall feature tables."
"MBP-0071","GRP-023","`notifications` table in schema (type, message, recipientId, read, createdAt)","`notifications` table in schema (type, message, recipientId, read, createdAt)","WATERFALL","NOTIF-001","WATERFALL-PLAN.md","proposed","P1","Wave3","platform","[""GRP-002"", ""GRP-003""]","Feature intent is specified, scoped, and validated with executable acceptance tests before build start.","npx tsc --noEmit; targeted Playwright scenario; Convex query/mutation validation where applicable.","Source row extracted from waterfall feature tables."
"MBP-0072","GRP-023","Bell icon in TopBar with unread count badge","Bell icon in TopBar with unread count badge","WATERFALL","NOTIF-002","WATERFALL-PLAN.md","proposed","P1","Wave3","platform","[""GRP-002"", ""GRP-003""]","Feature intent is specified, scoped, and validated with executable acceptance tests before build start.","npx tsc --noEmit; targeted Playwright scenario; Convex query/mutation validation where applicable.","Source row extracted from waterfall feature tables."
"MBP-0073","GRP-023","Notification dropdown panel","Notification dropdown panel","WATERFALL","NOTIF-003","WATERFALL-PLAN.md","proposed","P1","Wave3","platform","[""GRP-002"", ""GRP-003""]","Feature intent is specified, scoped, and validated with executable acceptance tests before build start.","npx tsc --noEmit; targeted Playwright scenario; Convex query/mutation validation where applicable.","Source row extracted from waterfall feature tables."
"MBP-0074","GRP-023","Auto-generate notifications: WO status change, quote approved, invoice overdue, discrep...","Auto-generate notifications: WO status change, quote approved, invoice overdue, discrepancy critical","WATERFALL","NOTIF-004","WATERFALL-PLAN.md","proposed","P1","Wave3","platform","[""GRP-002"", ""GRP-003""]","Feature intent is specified, scoped, and validated with executable acceptance tests before build start.","npx tsc --noEmit; targeted Playwright scenario; Convex query/mutation validation where applicable.","Source row extracted from waterfall feature tables."
"MBP-0075","GRP-023","Mark as read / mark all read","Mark as read / mark all read","WATERFALL","NOTIF-005","WATERFALL-PLAN.md","proposed","P1","Wave3","platform","[""GRP-002"", ""GRP-003""]","Feature intent is specified, scoped, and validated with executable acceptance tests before build start.","npx tsc --noEmit; targeted Playwright scenario; Convex query/mutation validation where applicable.","Source row extracted from waterfall feature tables."
"MBP-0076","GRP-023","Notification preferences page","Notification preferences page","WATERFALL","NOTIF-006","WATERFALL-PLAN.md","proposed","P1","Wave3","platform","[""GRP-002"", ""GRP-003""]","Feature intent is specified, scoped, and validated with executable acceptance tests before build start.","npx tsc --noEmit; targeted Playwright scenario; Convex query/mutation validation where applicable.","Source row extracted from waterfall feature tables."
"MBP-0077","GRP-022","Invoice PDF template (header, line items, totals, tax, payment terms)","Invoice PDF template (header, line items, totals, tax, payment terms)","WATERFALL","PDF-001","WATERFALL-PLAN.md","proposed","P1","Wave1","platform","[""GRP-002"", ""GRP-003""]","Feature intent is specified, scoped, and validated with executable acceptance tests before build start.","npx tsc --noEmit; targeted Playwright scenario; Convex query/mutation validation where applicable.","Source row extracted from waterfall feature tables."
"MBP-0078","GRP-022","Quote PDF template (header, departments/sections, line items, terms)","Quote PDF template (header, departments/sections, line items, terms)","WATERFALL","PDF-002","WATERFALL-PLAN.md","proposed","P1","Wave1","platform","[""GRP-002"", ""GRP-003""]","Feature intent is specified, scoped, and validated with executable acceptance tests before build start.","npx tsc --noEmit; targeted Playwright scenario; Convex query/mutation validation where applicable.","Source row extracted from waterfall feature tables."
"MBP-0079","GRP-022","RTS document PDF (aircraft info, completed work, compliance items, signatures)","RTS document PDF (aircraft info, completed work, compliance items, signatures)","WATERFALL","PDF-003","WATERFALL-PLAN.md","proposed","P1","Wave1","platform","[""GRP-002"", ""GRP-003""]","Feature intent is specified, scoped, and validated with executable acceptance tests before build start.","npx tsc --noEmit; targeted Playwright scenario; Convex query/mutation validation where applicable.","Source row extracted from waterfall feature tables."
"MBP-0080","GRP-022","Work order summary PDF (header, task cards, discrepancies, parts used)","Work order summary PDF (header, task cards, discrepancies, parts used)","WATERFALL","PDF-004","WATERFALL-PLAN.md","proposed","P1","Wave1","platform","[""GRP-002"", ""GRP-003""]","Feature intent is specified, scoped, and validated with executable acceptance tests before build start.","npx tsc --noEmit; targeted Playwright scenario; Convex query/mutation validation where applicable.","Source row extracted from waterfall feature tables."
"MBP-0081","GRP-022","""Download PDF"" button on invoice detail, quote detail, RTS, WO detail pages","""Download PDF"" button on invoice detail, quote detail, RTS, WO detail pages","WATERFALL","PDF-005","WATERFALL-PLAN.md","proposed","P1","Wave1","platform","[""GRP-002"", ""GRP-003""]","Feature intent is specified, scoped, and validated with executable acceptance tests before build start.","npx tsc --noEmit; targeted Playwright scenario; Convex query/mutation validation where applicable.","Source row extracted from waterfall feature tables."
"MBP-0082","GRP-022","""Print"" button using browser print with print-friendly CSS","""Print"" button using browser print with print-friendly CSS","WATERFALL","PDF-006","WATERFALL-PLAN.md","proposed","P1","Wave1","platform","[""GRP-002"", ""GRP-003""]","Feature intent is specified, scoped, and validated with executable acceptance tests before build start.","npx tsc --noEmit; targeted Playwright scenario; Convex query/mutation validation where applicable.","Source row extracted from waterfall feature tables."
"MBP-0083","GRP-024","Dark mode toggle in TopBar","Dark mode toggle in TopBar","WATERFALL","POLISH-001","WATERFALL-PLAN.md","proposed","P2","Wave4","ux","[""GRP-003"", ""GRP-010""]","Feature intent is specified, scoped, and validated with executable acceptance tests before build start.","npx tsc --noEmit; targeted Playwright scenario; Convex query/mutation validation where applicable.","Source row extracted from waterfall feature tables."
"MBP-0084","GRP-024","Cmd-K command palette (search, navigate, quick actions)","Cmd-K command palette (search, navigate, quick actions)","WATERFALL","POLISH-002","WATERFALL-PLAN.md","proposed","P2","Wave4","ux","[""GRP-003"", ""GRP-010""]","Feature intent is specified, scoped, and validated with executable acceptance tests before build start.","npx tsc --noEmit; targeted Playwright scenario; Convex query/mutation validation where applicable.","Source row extracted from waterfall feature tables."
"MBP-0085","GRP-024","Activity timeline on work orders","Activity timeline on work orders","WATERFALL","POLISH-003","WATERFALL-PLAN.md","proposed","P2","Wave4","ux","[""GRP-003"", ""GRP-010""]","Feature intent is specified, scoped, and validated with executable acceptance tests before build start.","npx tsc --noEmit; targeted Playwright scenario; Convex query/mutation validation where applicable.","Source row extracted from waterfall feature tables."
"MBP-0086","GRP-024","Keyboard shortcuts (N for new, E for edit, etc.)","Keyboard shortcuts (N for new, E for edit, etc.)","WATERFALL","POLISH-004","WATERFALL-PLAN.md","proposed","P2","Wave4","ux","[""GRP-003"", ""GRP-010""]","Feature intent is specified, scoped, and validated with executable acceptance tests before build start.","npx tsc --noEmit; targeted Playwright scenario; Convex query/mutation validation where applicable.","Source row extracted from waterfall feature tables."
"MBP-0087","GRP-024","PWA manifest + service worker + offline support","PWA manifest + service worker + offline support","WATERFALL","POLISH-005","WATERFALL-PLAN.md","proposed","P2","Wave4","ux","[""GRP-003"", ""GRP-010""]","Feature intent is specified, scoped, and validated with executable acceptance tests before build start.","npx tsc --noEmit; targeted Playwright scenario; Convex query/mutation validation where applicable.","Source row extracted from waterfall feature tables."
"MBP-0088","GRP-024","Bulk CSV import (aircraft, parts, customers)","Bulk CSV import (aircraft, parts, customers)","WATERFALL","POLISH-006","WATERFALL-PLAN.md","proposed","P2","Wave4","ux","[""GRP-003"", ""GRP-010""]","Feature intent is specified, scoped, and validated with executable acceptance tests before build start.","npx tsc --noEmit; targeted Playwright scenario; Convex query/mutation validation where applicable.","Source row extracted from waterfall feature tables."
"MBP-0089","GRP-024","Parts reorder alerts (min-stock threshold)","Parts reorder alerts (min-stock threshold)","WATERFALL","POLISH-007","WATERFALL-PLAN.md","proposed","P2","Wave4","ux","[""GRP-003"", ""GRP-010""]","Feature intent is specified, scoped, and validated with executable acceptance tests before build start.","npx tsc --noEmit; targeted Playwright scenario; Convex query/mutation validation where applicable.","Source row extracted from waterfall feature tables."
"MBP-0090","GRP-024","MEL deferral tracking with countdown timers","MEL deferral tracking with countdown timers","WATERFALL","POLISH-008","WATERFALL-PLAN.md","proposed","P2","Wave4","ux","[""GRP-003"", ""GRP-010""]","Feature intent is specified, scoped, and validated with executable acceptance tests before build start.","npx tsc --noEmit; targeted Playwright scenario; Convex query/mutation validation where applicable.","Source row extracted from waterfall feature tables."
"MBP-0091","GRP-024","Shift handoff dashboard","Shift handoff dashboard","WATERFALL","POLISH-009","WATERFALL-PLAN.md","proposed","P2","Wave4","ux","[""GRP-003"", ""GRP-010""]","Feature intent is specified, scoped, and validated with executable acceptance tests before build start.","npx tsc --noEmit; targeted Playwright scenario; Convex query/mutation validation where applicable.","Source row extracted from waterfall feature tables."
"MBP-0092","GRP-024","Fleet calendar (upcoming inspections)","Fleet calendar (upcoming inspections)","WATERFALL","POLISH-010","WATERFALL-PLAN.md","proposed","P2","Wave4","ux","[""GRP-003"", ""GRP-010""]","Feature intent is specified, scoped, and validated with executable acceptance tests before build start.","npx tsc --noEmit; targeted Playwright scenario; Convex query/mutation validation where applicable.","Source row extracted from waterfall feature tables."
"MBP-0093","GRP-024","Expand E2E test coverage to all features","Expand E2E test coverage to all features","WATERFALL","POLISH-011","WATERFALL-PLAN.md","proposed","P2","Wave4","ux","[""GRP-003"", ""GRP-010""]","Feature intent is specified, scoped, and validated with executable acceptance tests before build start.","npx tsc --noEmit; targeted Playwright scenario; Convex query/mutation validation where applicable.","Source row extracted from waterfall feature tables."
"MBP-0094","GRP-024","Performance audit (bundle size, lazy loading)","Performance audit (bundle size, lazy loading)","WATERFALL","POLISH-012","WATERFALL-PLAN.md","proposed","P2","Wave4","ux","[""GRP-003"", ""GRP-010""]","Feature intent is specified, scoped, and validated with executable acceptance tests before build start.","npx tsc --noEmit; targeted Playwright scenario; Convex query/mutation validation where applicable.","Source row extracted from waterfall feature tables."
"MBP-0095","GRP-024","WCAG AA deep pass","WCAG AA deep pass","WATERFALL","POLISH-013","WATERFALL-PLAN.md","proposed","P2","Wave4","ux","[""GRP-003"", ""GRP-010""]","Feature intent is specified, scoped, and validated with executable acceptance tests before build start.","npx tsc --noEmit; targeted Playwright scenario; Convex query/mutation validation where applicable.","Source row extracted from waterfall feature tables."
"MBP-0096","GRP-015","Customer login (separate Clerk org or magic link)","Customer login (separate Clerk org or magic link)","WATERFALL","PORTAL-001","WATERFALL-PLAN.md","proposed","P1","Wave4","product","[""GRP-003"", ""GRP-014""]","Feature intent is specified, scoped, and validated with executable acceptance tests before build start.","npx tsc --noEmit; targeted Playwright scenario; Convex query/mutation validation where applicable.","Source row extracted from waterfall feature tables."
"MBP-0097","GRP-015","Customer dashboard: active WOs, recent invoices, fleet status","Customer dashboard: active WOs, recent invoices, fleet status","WATERFALL","PORTAL-002","WATERFALL-PLAN.md","proposed","P1","Wave4","product","[""GRP-003"", ""GRP-014""]","Feature intent is specified, scoped, and validated with executable acceptance tests before build start.","npx tsc --noEmit; targeted Playwright scenario; Convex query/mutation validation where applicable.","Source row extracted from waterfall feature tables."
"MBP-0098","GRP-015","WO status tracking (timeline view)","WO status tracking (timeline view)","WATERFALL","PORTAL-003","WATERFALL-PLAN.md","proposed","P1","Wave4","product","[""GRP-003"", ""GRP-014""]","Feature intent is specified, scoped, and validated with executable acceptance tests before build start.","npx tsc --noEmit; targeted Playwright scenario; Convex query/mutation validation where applicable.","Source row extracted from waterfall feature tables."
"MBP-0099","GRP-015","Quote review & approve/decline inline","Quote review & approve/decline inline","WATERFALL","PORTAL-004","WATERFALL-PLAN.md","proposed","P1","Wave4","product","[""GRP-003"", ""GRP-014""]","Feature intent is specified, scoped, and validated with executable acceptance tests before build start.","npx tsc --noEmit; targeted Playwright scenario; Convex query/mutation validation where applicable.","Source row extracted from waterfall feature tables."
"MBP-0100","GRP-015","Invoice view & payment status","Invoice view & payment status","WATERFALL","PORTAL-005","WATERFALL-PLAN.md","proposed","P1","Wave4","product","[""GRP-003"", ""GRP-014""]","Feature intent is specified, scoped, and validated with executable acceptance tests before build start.","npx tsc --noEmit; targeted Playwright scenario; Convex query/mutation validation where applicable.","Source row extracted from waterfall feature tables."
"MBP-0101","GRP-015","Download PDFs (invoices, quotes, RTS)","Download PDFs (invoices, quotes, RTS)","WATERFALL","PORTAL-006","WATERFALL-PLAN.md","proposed","P1","Wave4","product","[""GRP-003"", ""GRP-014""]","Feature intent is specified, scoped, and validated with executable acceptance tests before build start.","npx tsc --noEmit; targeted Playwright scenario; Convex query/mutation validation where applicable.","Source row extracted from waterfall feature tables."
"MBP-0102","GRP-015","Message/request submission to shop","Message/request submission to shop","WATERFALL","PORTAL-007","WATERFALL-PLAN.md","proposed","P1","Wave4","product","[""GRP-003"", ""GRP-014""]","Feature intent is specified, scoped, and validated with executable acceptance tests before build start.","npx tsc --noEmit; targeted Playwright scenario; Convex query/mutation validation where applicable.","Source row extracted from waterfall feature tables."
"MBP-0103","GRP-009","Monthly revenue report page","Monthly revenue report page","WATERFALL","REPORT-001","WATERFALL-PLAN.md","proposed","P1","Wave3","product","[""GRP-002"", ""GRP-003""]","Feature intent is specified, scoped, and validated with executable acceptance tests before build start.","npx tsc --noEmit; targeted Playwright scenario; Convex query/mutation validation where applicable.","Source row extracted from waterfall feature tables.; ctx_seed=ICS-004/corpus=industry-context-field-artifacts/doc=Tech capacity and training report BJC Jan 2023 1.2 (1).pdf/feature=12/conf=high/date=2026-03-03"
"MBP-0104","GRP-009","WO throughput report","WO throughput report","WATERFALL","REPORT-002","WATERFALL-PLAN.md","proposed","P1","Wave3","product","[""GRP-002"", ""GRP-003""]","Feature intent is specified, scoped, and validated with executable acceptance tests before build start.","npx tsc --noEmit; targeted Playwright scenario; Convex query/mutation validation where applicable.","Source row extracted from waterfall feature tables.; ctx_seed=ICS-004/corpus=industry-context-field-artifacts/doc=Tech capacity and training report BJC Jan 2023 1.2 (1).pdf/feature=12/conf=high/date=2026-03-03"
"MBP-0105","GRP-001","Define MRO roles: admin, shop_manager, qcm_inspector, lead_technician, technician, bill...","Define MRO roles: admin, shop_manager, qcm_inspector, lead_technician, technician, billing_clerk, customer","WATERFALL","ROLE-001","WATERFALL-PLAN.md","proposed","P0","Wave0","compliance","[]","Feature intent is specified, scoped, and validated with executable acceptance tests before build start.","npx tsc --noEmit; targeted Playwright scenario; Convex query/mutation validation where applicable. Include negative-permission and audit-trace checks.","Source row extracted from waterfall feature tables."
"MBP-0106","GRP-001","Admin settings page: invite user, assign role, deactivate","Admin settings page: invite user, assign role, deactivate","WATERFALL","ROLE-002","WATERFALL-PLAN.md","proposed","P0","Wave0","compliance","[]","Feature intent is specified, scoped, and validated with executable acceptance tests before build start.","npx tsc --noEmit; targeted Playwright scenario; Convex query/mutation validation where applicable. Include negative-permission and audit-trace checks.","Source row extracted from waterfall feature tables."
"MBP-0107","GRP-001","Role-based sidebar nav (hide billing from technicians, hide WO execution from billing)","Role-based sidebar nav (hide billing from technicians, hide WO execution from billing)","WATERFALL","ROLE-003","WATERFALL-PLAN.md","proposed","P0","Wave0","compliance","[]","Feature intent is specified, scoped, and validated with executable acceptance tests before build start.","npx tsc --noEmit; targeted Playwright scenario; Convex query/mutation validation where applicable. Include negative-permission and audit-trace checks.","Source row extracted from waterfall feature tables."
"MBP-0108","GRP-001","Role-based route guards (redirect unauthorized)","Role-based route guards (redirect unauthorized)","WATERFALL","ROLE-004","WATERFALL-PLAN.md","proposed","P0","Wave0","compliance","[]","Feature intent is specified, scoped, and validated with executable acceptance tests before build start.","npx tsc --noEmit; targeted Playwright scenario; Convex query/mutation validation where applicable. Include negative-permission and audit-trace checks.","Source row extracted from waterfall feature tables."
"MBP-0109","GRP-001","Role display in personnel page","Role display in personnel page","WATERFALL","ROLE-005","WATERFALL-PLAN.md","proposed","P0","Wave0","compliance","[]","Feature intent is specified, scoped, and validated with executable acceptance tests before build start.","npx tsc --noEmit; targeted Playwright scenario; Convex query/mutation validation where applicable. Include negative-permission and audit-trace checks.","Source row extracted from waterfall feature tables."
"MBP-0110","GRP-012","Interactive Gantt chart with drag-drop (resize, move WO bars)","Interactive Gantt chart with drag-drop (resize, move WO bars)","WATERFALL","SCHED-001","WATERFALL-PLAN.md","proposed","P1","Wave5","workflow","[""GRP-003"", ""GRP-009""]","Feature intent is specified, scoped, and validated with executable acceptance tests before build start.","npx tsc --noEmit; targeted Playwright scenario; Convex query/mutation validation where applicable. Include deterministic schedule/prediction assertions.","Source row extracted from waterfall feature tables.; ctx_seed=ICS-002/corpus=industry-context-field-artifacts/doc=2023 leveling.pdf/feature=13/conf=high/date=2026-03-03"
"MBP-0111","GRP-012","Technician skill matching in drag-drop (warn if unqualified)","Technician skill matching in drag-drop (warn if unqualified)","WATERFALL","SCHED-002","WATERFALL-PLAN.md","proposed","P1","Wave5","workflow","[""GRP-003"", ""GRP-009""]","Feature intent is specified, scoped, and validated with executable acceptance tests before build start.","npx tsc --noEmit; targeted Playwright scenario; Convex query/mutation validation where applicable. Include deterministic schedule/prediction assertions.","Source row extracted from waterfall feature tables."
"MBP-0112","GRP-012","Hangar bay allocation view (which aircraft in which bay)","Hangar bay allocation view (which aircraft in which bay)","WATERFALL","SCHED-003","WATERFALL-PLAN.md","proposed","P1","Wave5","workflow","[""GRP-003"", ""GRP-009""]","Feature intent is specified, scoped, and validated with executable acceptance tests before build start.","npx tsc --noEmit; targeted Playwright scenario; Convex query/mutation validation where applicable. Include deterministic schedule/prediction assertions.","Source row extracted from waterfall feature tables."
"MBP-0113","GRP-012","Bay conflict detection (double-booking warning)","Bay conflict detection (double-booking warning)","WATERFALL","SCHED-004","WATERFALL-PLAN.md","proposed","P1","Wave5","workflow","[""GRP-003"", ""GRP-009""]","Feature intent is specified, scoped, and validated with executable acceptance tests before build start.","npx tsc --noEmit; targeted Playwright scenario; Convex query/mutation validation where applicable. Include deterministic schedule/prediction assertions.","Source row extracted from waterfall feature tables."
"MBP-0114","GRP-012","Auto-schedule algorithm (assign WOs to bays + techs based on constraints)","Auto-schedule algorithm (assign WOs to bays + techs based on constraints)","WATERFALL","SCHED-005","WATERFALL-PLAN.md","proposed","P1","Wave5","workflow","[""GRP-003"", ""GRP-009""]","Feature intent is specified, scoped, and validated with executable acceptance tests before build start.","npx tsc --noEmit; targeted Playwright scenario; Convex query/mutation validation where applicable. Include deterministic schedule/prediction assertions.","Source row extracted from waterfall feature tables.; ctx_seed=ICS-003/corpus=industry-context-field-artifacts/doc=Elevate MRO Capacity planning.xlsx/feature=14/conf=high/date=2026-03-03"
"MBP-0115","GRP-012","TAT estimation based on historical data","TAT estimation based on historical data","WATERFALL","SCHED-006","WATERFALL-PLAN.md","proposed","P1","Wave5","workflow","[""GRP-003"", ""GRP-009""]","Feature intent is specified, scoped, and validated with executable acceptance tests before build start.","npx tsc --noEmit; targeted Playwright scenario; Convex query/mutation validation where applicable. Include deterministic schedule/prediction assertions.","Source row extracted from waterfall feature tables."
